date,value
2024-02-22,0.0391
2024-02-23,0.043
2024-02-26,0.043
2024-02-27,0.0454
2024-02-28,0.0437
2024-02-29,0.0431
2024-03-01,0.0413
2024-03-04,0.039
2024-03-05,0.0398
2024-03-06,0.0388
2024-03-07,0.0362
2024-03-08,0.0303
2024-03-11,0.0272
2024-03-12,0.0211
2024-03-13,0.0209
2024-03-14,0.0192
2024-03-15,0.0165
2024-03-18,0.0162
2024-03-19,0.0092
2024-03-20,0.0082
2024-03-21,0.0072
2024-03-22,0.0117
2024-03-25,0.0167
2024-03-26,0.0169
2024-03-27,0.0188
2024-03-28,0.0175
2024-04-01,0.0171
2024-04-02,0.0188
2024-04-03,0.0166
2024-04-04,0.0187
2024-04-05,0.0127
2024-04-08,0.0133
2024-04-09,0.0106
2024-04-10,0.0087
2024-04-11,0.0115
2024-04-12,0.0156
2024-04-15,0.0185
2024-04-16,0.0206
2024-04-17,0.0237
2024-04-18,0.03
2024-04-19,0.0293
2024-04-22,0.0327
2024-04-23,0.0334
2024-04-24,0.0378
2024-04-25,0.0329
2024-04-26,0.0264
2024-04-29,0.0251
2024-04-30,0.0222
2024-05-01,0.021
2024-05-02,0.0218
2024-05-03,0.0227
2024-05-06,0.0267
2024-05-07,0.0362
2024-05-08,0.0373
2024-05-09,0.0352
2024-05-10,0.0381
2024-05-13,0.0318
2024-05-14,0.0314
2024-05-15,0.0313
2024-05-16,0.0243
2024-05-17,0.0228
2024-05-20,0.0202
2024-05-21,0.0167
2024-05-22,0.0144
2024-05-23,0.0183
2024-05-24,0.0175
2024-05-28,0.0163
2024-05-29,0.0091
2024-05-30,0.01
2024-05-31,0.0104
2024-06-03,0.0114
2024-06-04,0.0066
2024-06-05,0.0075
2024-06-06,0.0095
2024-06-07,0.0084
2024-06-10,0.0088
2024-06-11,0.0109
2024-06-12,0.0152
2024-06-13,0.0224
2024-06-14,0.0454
2024-06-17,0.0527
2024-06-18,0.0603
2024-06-20,0.0753
2024-06-21,0.0802
2024-06-24,0.0838
2024-06-25,0.0847
2024-06-26,0.0861
2024-06-27,0.084
2024-06-28,0.0831
2024-07-01,0.0866
2024-07-02,0.0774
2024-07-03,0.074
2024-07-05,0.0655
2024-07-08,0.0583
2024-07-09,0.0546
2024-07-10,0.0515
2024-07-11,0.0427
2024-07-12,0.045
2024-07-15,0.0419
2024-07-16,0.0406
2024-07-17,0.0346
2024-07-18,0.0313
2024-07-19,0.0348
2024-07-22,0.0393
2024-07-23,0.0346
2024-07-24,0.0425
2024-07-25,0.0588
2024-07-26,0.0562
2024-07-29,0.0622
2024-07-30,0.0636
2024-07-31,0.0717
2024-08-01,0.1023
2024-08-02,0.1383
2024-08-05,0.1854
2024-08-06,0.1929
2024-08-07,0.2132
2024-08-08,0.2186
2024-08-09,0.2134
2024-08-12,0.1928
2024-08-13,0.1795
2024-08-14,0.1644
2024-08-15,0.1665
2024-08-16,0.1487
2024-08-19,0.138
2024-08-20,0.1323
2024-08-21,0.1222
2024-08-22,0.1116
2024-08-23,0.1025
2024-08-26,0.0915
2024-08-27,0.0802
2024-08-28,0.0661
2024-08-29,0.0567
2024-08-30,0.048
2024-09-03,0.06
2024-09-04,0.0659
2024-09-05,0.0671
2024-09-06,0.0845
2024-09-09,0.0737
2024-09-10,0.0698
2024-09-11,0.0715
2024-09-12,0.0702
2024-09-13,0.0698
2024-09-16,0.0639
2024-09-17,0.0665
2024-09-18,0.065
2024-09-19,0.0682
2024-09-20,0.0673
2024-09-23,0.0581
2024-09-24,0.0648
2024-09-25,0.0677
2024-09-26,0.0665
2024-09-27,0.0715
2024-09-30,0.0585
2024-10-01,0.0732
2024-10-02,0.0782
2024-10-03,0.0634
2024-10-04,0.0655
2024-10-07,0.0615
2024-10-08,0.059
2024-10-09,0.0543
2024-10-10,0.0521
2024-10-11,0.0491
2024-10-14,0.0422
2024-10-15,0.0449
2024-10-16,0.039
2024-10-17,0.0331
2024-10-18,0.0305
2024-10-21,0.0312
2024-10-22,0.0271
2024-10-23,0.0244
2024-10-24,0.0229
2024-10-25,0.021
2024-10-28,0.0183
2024-10-29,0.0195
2024-10-30,0.0178
2024-10-31,0.0231
2024-11-01,0.0208
2024-11-04,0.0225
2024-11-05,0.0237
2024-11-06,0.0179
2024-11-07,0.0248
2024-11-08,0.0341
2024-11-11,0.0413
2024-11-12,0.0603
2024-11-13,0.0683
2024-11-14,0.0783
2024-11-15,0.0687
2024-11-18,0.0606
2024-11-19,0.0516
2024-11-20,0.0513
2024-11-21,0.0503
2024-11-22,0.067
2024-11-25,0.0686
2024-11-26,0.0681
2024-11-27,0.0693
2024-11-29,0.0582
2024-12-02,0.0628
2024-12-03,0.0551
2024-12-04,0.047
2024-12-05,0.0487
2024-12-06,0.0449
2024-12-09,0.0372
2024-12-10,0.0307
2024-12-11,0.0229
2024-12-12,0.0237
2024-12-13,0.0248
2024-12-16,0.0258
2024-12-17,0.0246
2024-12-18,0.0215
2024-12-19,0.0325
2024-12-20,0.0345
2024-12-23,0.0369
2024-12-24,0.0366
2024-12-26,0.0298
2024-12-27,0.0253
2024-12-30,0.0276
2024-12-31,0.0254
2025-01-02,0.0194
2025-01-03,0.0179
2025-01-06,0.0141
2025-01-07,0.0164
2025-01-08,0.0133
2025-01-10,0.0112
2025-01-13,0.0109
2025-01-14,0.009
2025-01-15,0.0178
2025-01-16,0.019
2025-01-17,0.0181
2025-01-21,0.0165
2025-01-22,0.0167
2025-01-23,0.0154
2025-01-24,0.0151
2025-01-27,0.0169
2025-01-28,0.0157
2025-01-29,0.0147
2025-01-30,0.0182
2025-01-31,0.0166
2025-02-03,0.0139
2025-02-04,0.012
2025-02-05,0.0128
2025-02-06,0.015
2025-02-07,0.013
2025-02-10,0.0126
2025-02-11,0.0144
2025-02-12,0.0178
2025-02-13,0.0162
2025-02-14,0.0139
2025-02-18,0.0114
2025-02-19,0.0079
2025-02-20,0.0055
2025-02-21,0.0064
2025-02-24,0.0051
2025-02-25,0.0066
2025-02-26,0.0057
2025-02-27,0.0041
2025-02-28,0.0036
2025-03-03,0.0034
2025-03-04,0.0234
2025-03-05,0.0369
2025-03-06,0.0365
2025-03-07,0.0328
2025-03-10,0.031
2025-03-11,0.0341
2025-03-12,0.0303
2025-03-13,0.0257
2025-03-14,0.0283
2025-03-17,0.0263
2025-03-18,0.022
2025-03-19,0.0178
2025-03-20,0.0143
2025-03-21,0.0109
2025-03-24,0.0111
2025-03-25,0.0112
2025-03-26,0.0097
2025-03-27,0.0089
2025-03-28,0.0076
2025-03-31,0.008
2025-04-01,0.0072
2025-04-02,0.0058
2025-04-03,0.0401
2025-04-04,0.1159
2025-04-07,0.1718
2025-04-08,0.1752
2025-04-09,0.1833
2025-04-10,0.2029
2025-04-11,0.2106
2025-04-14,0.1975
2025-04-15,0.1846
2025-04-16,0.1851
2025-04-17,0.18
2025-04-21,0.1636
2025-04-22,0.1519
2025-04-23,0.1437
2025-04-24,0.1451
2025-04-25,0.1295
2025-04-28,0.1219
2025-04-29,0.114
2025-04-30,0.1121
2025-05-01,0.0838
2025-05-02,0.0816
2025-05-05,0.0637
2025-05-06,0.0556
2025-05-07,0.0524
2025-05-08,0.0488
2025-05-09,0.0425
2025-05-12,0.0442
2025-05-13,0.0319
2025-05-14,0.0256
2025-05-15,0.0222
2025-05-16,0.0196
2025-05-19,0.0211
2025-05-20,0.0225
2025-05-21,0.0204
2025-05-22,0.0182
2025-05-23,0.0268
2025-05-27,0.0211
2025-05-28,0.0185
2025-05-29,0.0175
2025-05-30,0.0163
2025-06-02,0.0155
2025-06-03,0.0127
2025-06-04,0.0114
2025-06-05,0.0174
2025-06-06,0.015
2025-06-09,0.0138
2025-06-10,0.0202
2025-06-11,0.0214
2025-06-12,0.0253
2025-06-13,0.0321
2025-06-16,0.0331
2025-06-17,0.0357
2025-06-18,0.0261
2025-06-20,0.0268
2025-06-23,0.0217
2025-06-24,0.0233
2025-06-25,0.0229
2025-06-26,0.0225
2025-06-27,0.0319
2025-06-30,0.0253
2025-07-01,0.0265
2025-07-02,0.032
2025-07-03,0.034
2025-07-07,0.0334
2025-07-08,0.0308
2025-07-09,0.0231
2025-07-10,0.0227
2025-07-11,0.0305
2025-07-14,0.0295
2025-07-15,0.0301
2025-07-16,0.0324
2025-07-17,0.0312
2025-07-18,0.0306
2025-07-21,0.0427
2025-07-22,0.045
2025-07-23,0.0355
2025-07-24,0.0238
2025-07-25,0.0191
2025-07-28,0.0322
2025-07-29,0.0234
2025-07-30,0.0229
2025-07-31,0.0282
2025-08-01,0.0595
2025-08-04,0.0498
2025-08-05,0.0408
2025-08-06,0.0345
2025-08-07,0.0302
2025-08-08,0.0233
2025-08-11,0.0195
2025-08-12,0.0159
2025-08-13,0.0123
2025-08-14,0.0107
2026-01-26,0.051
2026-01-27,0.0498
2026-01-28,0.0502
2026-01-29,0.0436
