,regime,regime_id
2017-10-31,normal,1
2017-11-01,normal,1
2017-11-02,elevated,2
2017-11-03,elevated,2
2017-11-06,normal,1
2017-11-07,normal,1
2017-11-08,normal,1
2017-11-09,normal,1
2017-11-10,normal,1
2017-11-13,elevated,2
2017-11-14,normal,1
2017-11-15,elevated,2
2017-11-16,normal,1
2017-11-17,normal,1
2017-11-20,low_volatility,0
2017-11-21,normal,1
2017-11-22,low_volatility,0
2017-11-24,normal,1
2017-11-27,low_volatility,0
2017-11-28,normal,1
2017-11-29,low_volatility,0
2017-11-30,low_volatility,0
2017-12-01,normal,1
2017-12-04,elevated,2
2017-12-05,normal,1
2017-12-06,normal,1
2017-12-07,normal,1
2017-12-08,normal,1
2017-12-11,normal,1
2017-12-12,normal,1
2017-12-13,normal,1
2017-12-14,low_volatility,0
2017-12-15,normal,1
2017-12-18,low_volatility,0
2017-12-19,normal,1
2017-12-20,normal,1
2017-12-21,low_volatility,0
2017-12-22,normal,1
2017-12-26,low_volatility,0
2017-12-27,low_volatility,0
2017-12-28,normal,1
2017-12-29,normal,1
2018-01-02,normal,1
2018-01-03,normal,1
2018-01-04,normal,1
2018-01-05,normal,1
2018-01-08,low_volatility,0
2018-01-09,normal,1
2018-01-10,normal,1
2018-01-11,normal,1
2018-01-12,normal,1
2018-01-16,normal,1
2018-01-17,normal,1
2018-01-18,normal,1
2018-01-19,normal,1
2018-01-22,normal,1
2018-01-23,normal,1
2018-01-24,normal,1
2018-01-25,normal,1
2018-01-26,normal,1
2018-01-29,normal,1
2018-01-30,normal,1
2018-01-31,normal,1
2018-02-01,normal,1
2018-02-02,normal,1
2018-02-05,elevated,2
2018-02-06,normal,1
2018-02-07,normal,1
2018-02-08,normal,1
2018-02-09,normal,1
2018-02-12,normal,1
2018-02-13,normal,1
2018-02-14,normal,1
2018-02-15,normal,1
2018-02-16,normal,1
2018-02-20,normal,1
2018-02-21,normal,1
2018-02-22,normal,1
2018-02-23,normal,1
2018-02-26,normal,1
2018-02-27,normal,1
2018-02-28,normal,1
2018-03-01,normal,1
2018-03-02,elevated,2
2018-03-05,normal,1
2018-03-06,normal,1
2018-03-07,normal,1
2018-03-08,normal,1
2018-03-09,low_volatility,0
2018-03-12,normal,1
2018-03-13,normal,1
2018-03-14,normal,1
2018-03-15,normal,1
2018-03-16,normal,1
2018-03-19,normal,1
2018-03-20,normal,1
2018-03-21,normal,1
2018-03-22,normal,1
2018-03-23,normal,1
2018-03-26,normal,1
2018-03-27,normal,1
2018-03-28,normal,1
2018-03-29,normal,1
2018-04-02,normal,1
2018-04-03,normal,1
2018-04-04,normal,1
2018-04-05,normal,1
2018-04-06,normal,1
2018-04-09,normal,1
2018-04-10,low_volatility,0
2018-04-11,normal,1
2018-04-12,normal,1
2018-04-13,normal,1
2018-04-16,normal,1
2018-04-17,normal,1
2018-04-18,normal,1
2018-04-19,normal,1
2018-04-20,normal,1
2018-04-23,normal,1
2018-04-24,normal,1
2018-04-25,normal,1
2018-04-26,normal,1
2018-04-27,low_volatility,0
2018-04-30,normal,1
2018-05-01,normal,1
2018-05-02,normal,1
2018-05-03,normal,1
2018-05-04,normal,1
2018-05-07,normal,1
2018-05-08,normal,1
2018-05-09,normal,1
2018-05-10,normal,1
2018-05-11,normal,1
2018-05-14,normal,1
2018-05-15,normal,1
2018-05-16,normal,1
2018-05-17,normal,1
2018-05-18,normal,1
2018-05-21,normal,1
2018-05-22,normal,1
2018-05-23,normal,1
2018-05-24,normal,1
2018-05-25,normal,1
2018-05-29,normal,1
2018-05-30,normal,1
2018-05-31,normal,1
2018-06-01,low_volatility,0
2018-06-04,low_volatility,0
2018-06-05,normal,1
2018-06-06,normal,1
2018-06-07,low_volatility,0
2018-06-08,normal,1
2018-06-11,normal,1
2018-06-12,normal,1
2018-06-13,normal,1
2018-06-14,normal,1
2018-06-15,elevated,2
2018-06-18,elevated,2
2018-06-19,normal,1
2018-06-20,normal,1
2018-06-21,elevated,2
2018-06-22,normal,1
2018-06-25,normal,1
2018-06-26,low_volatility,0
2018-06-27,elevated,2
2018-06-28,elevated,2
2018-06-29,normal,1
2018-07-02,low_volatility,0
2018-07-03,elevated,2
2018-07-05,low_volatility,0
2018-07-06,normal,1
2018-07-09,normal,1
2018-07-10,normal,1
2018-07-11,normal,1
2018-07-12,normal,1
2018-07-13,elevated,2
2018-07-16,normal,1
2018-07-17,low_volatility,0
2018-07-18,low_volatility,0
2018-07-19,normal,1
2018-07-20,normal,1
2018-07-23,normal,1
2018-07-24,elevated,2
2018-07-25,low_volatility,0
2018-07-26,normal,1
2018-07-27,low_volatility,0
2018-07-30,normal,1
2018-07-31,normal,1
2018-08-01,elevated,2
2018-08-02,normal,1
2018-08-03,low_volatility,0
2018-08-06,normal,1
2018-08-07,low_volatility,0
2018-08-08,low_volatility,0
2018-08-09,normal,1
2018-08-10,elevated,2
2018-08-13,elevated,2
2018-08-14,low_volatility,0
2018-08-15,low_volatility,0
2018-08-16,normal,1
2018-08-17,normal,1
2018-08-20,low_volatility,0
2018-08-21,normal,1
2018-08-22,low_volatility,0
2018-08-23,normal,1
2018-08-24,normal,1
2018-08-27,normal,1
2018-08-28,normal,1
2018-08-29,elevated,2
2018-08-30,low_volatility,0
2018-08-31,normal,1
2018-09-04,normal,1
2018-09-05,elevated,2
2018-09-06,low_volatility,0
2018-09-07,low_volatility,0
2018-09-10,normal,1
2018-09-11,normal,1
2018-09-12,low_volatility,0
2018-09-13,elevated,2
2018-09-14,elevated,2
2018-09-17,normal,1
2018-09-18,normal,1
2018-09-19,normal,1
2018-09-20,normal,1
2018-09-21,low_volatility,0
2018-09-24,normal,1
2018-09-25,normal,1
2018-09-26,normal,1
2018-09-27,normal,1
2018-09-28,elevated,2
2018-10-01,normal,1
2018-10-02,elevated,2
2018-10-03,normal,1
2018-10-04,normal,1
2018-10-05,normal,1
2018-10-08,normal,1
2018-10-09,normal,1
2018-10-10,elevated,2
2018-10-11,elevated,2
2018-10-12,elevated,2
2018-10-15,normal,1
2018-10-16,elevated,2
2018-10-17,elevated,2
2018-10-18,low_volatility,0
2018-10-19,elevated,2
2018-10-22,normal,1
2018-10-23,normal,1
2018-10-24,normal,1
2018-10-25,elevated,2
2018-10-26,elevated,2
2018-10-29,elevated,2
2018-10-30,normal,1
2018-10-31,elevated,2
2018-11-01,normal,1
2018-11-02,normal,1
2018-11-05,normal,1
2018-11-06,normal,1
2018-11-07,normal,1
2018-11-08,normal,1
2018-11-09,normal,1
2018-11-12,elevated,2
2018-11-13,low_volatility,0
2018-11-14,normal,1
2018-11-15,normal,1
2018-11-16,elevated,2
2018-11-19,elevated,2
2018-11-20,elevated,2
2018-11-21,elevated,2
2018-11-23,elevated,2
2018-11-26,low_volatility,0
2018-11-27,low_volatility,0
2018-11-28,elevated,2
2018-11-29,elevated,2
2018-11-30,low_volatility,0
2018-12-03,low_volatility,0
2018-12-04,elevated,2
2018-12-06,normal,1
2018-12-07,elevated,2
2018-12-10,elevated,2
2018-12-11,low_volatility,0
2018-12-12,low_volatility,0
2018-12-13,normal,1
2018-12-14,elevated,2
2018-12-17,elevated,2
2018-12-18,elevated,2
2018-12-19,elevated,2
2018-12-20,elevated,2
2018-12-21,normal,1
2018-12-24,normal,1
2018-12-26,normal,1
2018-12-27,low_volatility,0
2018-12-28,elevated,2
2018-12-31,elevated,2
2019-01-02,normal,1
2019-01-03,elevated,2
2019-01-04,normal,1
2019-01-07,normal,1
2019-01-08,low_volatility,0
2019-01-09,normal,1
2019-01-10,low_volatility,0
2019-01-11,low_volatility,0
2019-01-14,elevated,2
2019-01-15,elevated,2
2019-01-16,normal,1
2019-01-17,normal,1
2019-01-18,normal,1
2019-01-22,normal,1
2019-01-23,low_volatility,0
2019-01-24,normal,1
2019-01-25,normal,1
2019-01-28,elevated,2
2019-01-29,normal,1
2019-01-30,normal,1
2019-01-31,low_volatility,0
2019-02-01,normal,1
2019-02-04,normal,1
2019-02-05,normal,1
2019-02-06,elevated,2
2019-02-07,low_volatility,0
2019-02-08,elevated,2
2019-02-11,normal,1
2019-02-12,normal,1
2019-02-13,normal,1
2019-02-14,elevated,2
2019-02-15,elevated,2
2019-02-19,normal,1
2019-02-20,normal,1
2019-02-21,normal,1
2019-02-22,low_volatility,0
2019-02-25,normal,1
2019-02-26,normal,1
2019-02-27,normal,1
2019-02-28,normal,1
2019-03-01,elevated,2
2019-03-04,elevated,2
2019-03-05,low_volatility,0
2019-03-06,elevated,2
2019-03-07,low_volatility,0
2019-03-08,low_volatility,0
2019-03-11,low_volatility,0
2019-03-12,low_volatility,0
2019-03-13,low_volatility,0
2019-03-14,normal,1
2019-03-15,normal,1
2019-03-18,elevated,2
2019-03-19,elevated,2
2019-03-20,elevated,2
2019-03-21,low_volatility,0
2019-03-22,elevated,2
2019-03-25,normal,1
2019-03-26,low_volatility,0
2019-03-27,normal,1
2019-03-28,elevated,2
2019-03-29,low_volatility,0
2019-04-01,low_volatility,0
2019-04-02,normal,1
2019-04-03,normal,1
2019-04-04,normal,1
2019-04-05,low_volatility,0
2019-04-08,normal,1
2019-04-09,low_volatility,0
2019-04-10,low_volatility,0
2019-04-11,normal,1
2019-04-12,normal,1
2019-04-15,elevated,2
2019-04-16,normal,1
2019-04-17,low_volatility,0
2019-04-18,low_volatility,0
2019-04-22,low_volatility,0
2019-04-23,low_volatility,0
2019-04-24,normal,1
2019-04-25,elevated,2
2019-04-26,normal,1
2019-04-29,normal,1
2019-04-30,elevated,2
2019-05-01,normal,1
2019-05-02,normal,1
2019-05-03,elevated,2
2019-05-06,low_volatility,0
2019-05-07,normal,1
2019-05-08,normal,1
2019-05-09,normal,1
2019-05-10,normal,1
2019-05-13,normal,1
2019-05-14,normal,1
2019-05-15,normal,1
2019-05-16,normal,1
2019-05-17,normal,1
2019-05-20,normal,1
2019-05-21,normal,1
2019-05-22,normal,1
2019-05-23,normal,1
2019-05-24,normal,1
2019-05-28,elevated,2
2019-05-29,normal,1
2019-05-30,normal,1
2019-05-31,elevated,2
2019-06-03,elevated,2
2019-06-04,normal,1
2019-06-05,normal,1
2019-06-06,normal,1
2019-06-07,low_volatility,0
2019-06-10,low_volatility,0
2019-06-11,normal,1
2019-06-12,normal,1
2019-06-13,normal,1
2019-06-14,elevated,2
2019-06-17,normal,1
2019-06-18,normal,1
2019-06-19,elevated,2
2019-06-20,low_volatility,0
2019-06-21,normal,1
2019-06-24,low_volatility,0
2019-06-25,normal,1
2019-06-26,elevated,2
2019-06-27,elevated,2
2019-06-28,low_volatility,0
2019-07-01,normal,1
2019-07-02,low_volatility,0
2019-07-03,low_volatility,0
2019-07-05,low_volatility,0
2019-07-08,elevated,2
2019-07-09,normal,1
2019-07-10,normal,1
2019-07-11,low_volatility,0
2019-07-12,normal,1
2019-07-15,low_volatility,0
2019-07-16,normal,1
2019-07-17,normal,1
2019-07-18,elevated,2
2019-07-19,elevated,2
2019-07-22,normal,1
2019-07-23,normal,1
2019-07-24,normal,1
2019-07-25,low_volatility,0
2019-07-26,low_volatility,0
2019-07-29,normal,1
2019-07-30,normal,1
2019-07-31,normal,1
2019-08-01,elevated,2
2019-08-02,elevated,2
2019-08-05,elevated,2
2019-08-06,normal,1
2019-08-07,elevated,2
2019-08-08,elevated,2
2019-08-09,low_volatility,0
2019-08-12,normal,1
2019-08-13,normal,1
2019-08-14,elevated,2
2019-08-15,normal,1
2019-08-16,normal,1
2019-08-19,low_volatility,0
2019-08-20,normal,1
2019-08-21,normal,1
2019-08-22,normal,1
2019-08-23,elevated,2
2019-08-26,elevated,2
2019-08-27,normal,1
2019-08-28,normal,1
2019-08-29,normal,1
2019-08-30,low_volatility,0
2019-09-03,elevated,2
2019-09-04,normal,1
2019-09-05,elevated,2
2019-09-06,low_volatility,0
2019-09-09,low_volatility,0
2019-09-10,normal,1
2019-09-11,normal,1
2019-09-12,normal,1
2019-09-13,normal,1
2019-09-16,normal,1
2019-09-17,normal,1
2019-09-18,elevated,2
2019-09-19,normal,1
2019-09-20,normal,1
2019-09-23,normal,1
2019-09-24,normal,1
2019-09-25,normal,1
2019-09-26,normal,1
2019-09-27,low_volatility,0
2019-09-30,normal,1
2019-10-01,normal,1
2019-10-02,elevated,2
2019-10-03,elevated,2
2019-10-04,elevated,2
2019-10-07,elevated,2
2019-10-08,normal,1
2019-10-09,normal,1
2019-10-10,low_volatility,0
2019-10-11,low_volatility,0
2019-10-14,elevated,2
2019-10-15,normal,1
2019-10-16,normal,1
2019-10-17,normal,1
2019-10-18,low_volatility,0
2019-10-21,normal,1
2019-10-22,normal,1
2019-10-23,low_volatility,0
2019-10-24,elevated,2
2019-10-25,normal,1
2019-10-28,low_volatility,0
2019-10-29,low_volatility,0
2019-10-30,low_volatility,0
2019-10-31,elevated,2
2019-11-01,low_volatility,0
2019-11-04,normal,1
2019-11-05,normal,1
2019-11-06,normal,1
2019-11-07,normal,1
2019-11-08,normal,1
2019-11-11,normal,1
2019-11-12,normal,1
2019-11-13,normal,1
2019-11-14,low_volatility,0
2019-11-15,low_volatility,0
2019-11-18,low_volatility,0
2019-11-19,normal,1
2019-11-20,normal,1
2019-11-21,elevated,2
2019-11-22,elevated,2
2019-11-25,low_volatility,0
2019-11-26,normal,1
2019-11-27,normal,1
2019-11-29,normal,1
2019-12-02,normal,1
2019-12-03,elevated,2
2019-12-04,elevated,2
2019-12-05,normal,1
2019-12-06,normal,1
2019-12-09,normal,1
2019-12-10,low_volatility,0
2019-12-11,normal,1
2019-12-12,normal,1
2019-12-13,normal,1
2019-12-16,low_volatility,0
2019-12-17,low_volatility,0
2019-12-18,normal,1
2019-12-19,normal,1
2019-12-20,normal,1
2019-12-23,low_volatility,0
2019-12-24,low_volatility,0
2019-12-26,low_volatility,0
2019-12-27,low_volatility,0
2019-12-30,normal,1
2019-12-31,low_volatility,0
2020-01-02,normal,1
2020-01-03,elevated,2
2020-01-06,normal,1
2020-01-07,normal,1
2020-01-08,normal,1
2020-01-09,low_volatility,0
2020-01-10,low_volatility,0
2020-01-13,normal,1
2020-01-14,normal,1
2020-01-15,normal,1
2020-01-16,normal,1
2020-01-17,normal,1
2020-01-21,normal,1
2020-01-22,normal,1
2020-01-23,elevated,2
2020-01-24,normal,1
2020-01-27,elevated,2
2020-01-28,normal,1
2020-01-29,normal,1
2020-01-30,low_volatility,0
2020-01-31,low_volatility,0
2020-02-03,low_volatility,0
2020-02-04,normal,1
2020-02-05,normal,1
2020-02-06,elevated,2
2020-02-07,normal,1
2020-02-10,elevated,2
2020-02-11,normal,1
2020-02-12,normal,1
2020-02-13,normal,1
2020-02-14,low_volatility,0
2020-02-18,low_volatility,0
2020-02-19,normal,1
2020-02-20,elevated,2
2020-02-21,elevated,2
2020-02-24,elevated,2
2020-02-25,elevated,2
2020-02-26,normal,1
2020-02-27,elevated,2
2020-02-28,elevated,2
2020-03-02,low_volatility,0
2020-03-03,normal,1
2020-03-04,normal,1
2020-03-05,normal,1
2020-03-06,high_volatility,3
2020-03-09,high_volatility,3
2020-03-10,high_volatility,3
2020-03-11,high_volatility,3
2020-03-12,high_volatility,3
2020-03-13,high_volatility,3
2020-03-16,high_volatility,3
2020-03-17,high_volatility,3
2020-03-18,high_volatility,3
2020-03-19,high_volatility,3
2020-03-20,high_volatility,3
2020-03-23,high_volatility,3
2020-03-24,high_volatility,3
2020-03-25,high_volatility,3
2020-03-26,high_volatility,3
2020-03-27,high_volatility,3
2020-03-30,high_volatility,3
2020-03-31,high_volatility,3
2020-04-01,high_volatility,3
