,compound,positive,negative,cross_asset_std,sent_crypto,sent_equities,sent_forex,sent_news,sent_social,returns,realized_vol,vix,vix_change,ciss,ciss_change,te_proxy,sent_momentum,sent_acceleration,sent_dispersion,max_divergence,garch_vol,long_run_vol,regime
2009-04-30,-0.36195606,0.0,-0.36195606999999996,0.0718263,0.0,-0.41274494,-0.6943738,-0.3111672,0.0,0.0003436359090658314,0.2880183946314019,36.5,0.011640746885545061,0.6447,-0.017100000000000004,0.030951255674964127,-0.13414381000000003,-0.28475966,0.11512190344899223,0.27860113,0.017600435291549393,0.042238451829581046,high_volatility
2009-05-01,-0.20853484,0.0,-0.20853484,0.0718263,0.0,-0.20853484,-0.6943738,-0.3111672,0.0,0.005376225916821742,0.2876105458169802,35.29999923706055,-0.03287673323121787,0.6274,-0.017300000000000093,0.04035325053727237,0.04653172999999999,-0.16995568,0.1374858207273139,0.25506657,0.016210904456621975,0.042238451829581046,high_volatility
2009-05-04,-0.29665717,0.0,-0.29665717,0.0718263,0.0,-0.29665717,-0.6943738,-0.3111672,0.0,0.03401964142192848,0.30055173487821624,34.529998779296875,-0.021813044600728193,0.6313,0.0039000000000000146,0.004464090692599482,-0.16817988000000003,-0.39481429,0.11365473303569205,0.22663440999999998,0.015038838896387303,0.042238451829581046,high_volatility
2009-05-05,-0.043983877,0.0,-0.33731982,0.41483966,0.0,-0.33731982,-0.6943738,-0.3111672,0.0,-0.003410790150470966,0.28956686490143907,33.36000061035156,-0.03388352766600178,0.6117,-0.01959999999999995,0.16193002706624346,0.406703803,0.607910373,0.49791487779071036,0.945230193,0.01906648331589984,0.042238451829581046,high_volatility
2009-05-06,-0.3901108,0.0,-0.29372042,0.13631658,0.0,-0.29372042,-0.6943738,-0.3111672,0.0,0.01733439073911458,0.29248299380941456,32.45000076293945,-0.027278172384977095,0.5732,-0.03849999999999998,0.0415749517584781,-0.18676558999999998,-0.14262139,0.07769487640862577,0.15109903,0.01763654297929709,0.042238451829581046,high_volatility
2009-05-07,-0.02732025,0.06843336,-0.09575361,0.23219544,0.0,-0.19150722,-0.6943738,0.13686672,0.0,-0.013891825701122018,0.2961782540586169,33.439998626708984,0.030508408027533518,0.5894,0.016199999999999992,0.08565681958567511,0.33463581000000003,0.46877962000000006,0.28692449521797025,0.66028684,0.017482910831508953,0.042238451829581046,high_volatility
2009-05-08,-0.27034324,0.0,-0.3262856,0.07911443,0.0,-0.3262856,-0.6943738,0.13686672,0.0,0.02333231765551247,0.2865401058539653,32.04999923706055,-0.04156696910083679,0.5956,0.006199999999999983,0.004797374291958999,-0.061808399999999986,-0.10834012999999998,0.14119349554786734,0.2644772,0.017151102087725488,0.042238451829581046,high_volatility
2009-05-11,-0.10458352,0.012665324,-0.11724884,0.18372637,0.0,-0.23449768,-0.6943738,0.025330648,0.0,-0.018713076310643117,0.29789611551467987,32.869998931884766,0.025585014488113345,0.6032,0.00759999999999994,0.18157685353930972,0.19207365000000004,0.36025353000000004,0.253552081935461,0.5947512100000001,0.01810676069415177,0.042238451829581046,high_volatility
2009-05-12,-0.18757498,0.0,-0.21787535,0.042851195,0.0,-0.21787535,-0.6943738,0.025330648,0.0,-0.0029596156258647754,0.2715787989870726,31.799999237060547,-0.032552471238028846,0.6043,0.0010999999999999899,0.22408330565931103,-0.143591103,-0.550294906,0.21657519630921762,0.406703803,0.01841427234229423,0.042238451829581046,high_volatility
2009-05-13,-0.31200984,0.0,-0.31200984,0.042851195,0.0,-0.31200984,-0.6943738,0.025330648,0.0,-0.025172812263515865,0.2875976558952547,33.650001525878906,0.058176174000102554,0.6094,0.0051000000000001044,0.18571446014798187,0.07810096,0.26486655,0.2943507520017913,0.57687639,0.01702571956341954,0.042238451829581046,high_volatility
2009-05-14,-0.34505057,0.0,-0.34505057,0.042851195,0.0,-0.34505057,-0.6943738,0.025330648,0.0,0.008570066634717266,0.2804363848776594,31.3700008392334,-0.06775633234049183,0.6014,-0.008000000000000007,0.1059140648559671,-0.31773032,-0.6523661300000001,0.18581817941764664,0.3346358100000001,0.018807391795414446,0.042238451829581046,high_volatility
2009-05-15,-0.26702645,0.0,-0.21358782,0.07557364,0.0,-0.21358782,-0.6943738,0.025330648,0.0,-0.008162409189299669,0.2813494808565349,33.119998931884766,0.05578572030073725,0.6148,0.013399999999999967,0.09367356480817368,0.0033167899999999584,0.06512518999999994,0.1463721456272061,0.27871300999999993,0.017569464123252932,0.042238451829581046,high_volatility
2009-05-18,-0.26941448,0.0,-0.26941448,0.07557364,0.0,-0.26941448,-0.6943738,0.025330648,0.0,0.02840737259722559,0.2924235227885544,30.239999771118164,-0.08695649920429238,0.6197,0.0049000000000000155,0.06218560519701475,-0.16483096000000003,-0.35690461000000007,0.09616350878177042,0.19207365000000004,0.016584179972225083,0.042238451829581046,high_volatility
2009-05-19,-0.18467984,0.0,-0.18467984,0.07557364,0.0,-0.18467984,-0.6943738,0.025330648,0.0,-0.0012053778080943767,0.29231167434362815,28.799999237060547,-0.04761906564010443,0.624,0.0042999999999999705,0.14217589478548173,0.0028951399999999905,0.146486243,0.1660691384696546,0.331166083,0.01874567732835437,0.042238451829581046,high_volatility
2009-05-20,-0.4607252,0.0,-0.4607252,0.07557364,0.0,-0.4607252,-0.6943738,0.025330648,0.0,-0.006694207464766344,0.2496854025890563,29.030000686645508,0.00798616165548327,0.6147,-0.009299999999999975,0.10813662276621322,-0.14871536000000002,-0.22681632000000002,0.16235930542708948,0.31200984,0.017278162192822976,0.042238451829581046,high_volatility
2009-05-21,-0.32459015,0.0,-0.32459015,0.07557364,0.0,-0.32459015,-0.6943738,0.025330648,0.0,-0.014363645577433415,0.2504490760768198,31.350000381469727,0.07991731450049455,0.5918,-0.02290000000000003,0.13745541307000347,0.02046041999999998,0.33819074,0.3314842782229195,0.6627808900000001,0.01620478978337117,0.042238451829581046,high_volatility
2009-05-22,-0.3020503,0.0,-0.3020503,0.07557364,0.0,-0.3020503,-0.6943738,0.025330648,0.0,-0.002129759709559642,0.24920573917497907,32.630001068115234,0.0408293674982565,0.6028,0.01100000000000001,0.09320160385384549,-0.03502384999999997,-0.038340639999999926,0.1532192932111914,0.26702645,0.01612952217452303,0.042238451829581046,high_volatility
